replication,delta_E
4622,-0.2427935105923321
4623,-0.16272449240532383
4624,-0.26304108704284357
4625,-0.1707058865788806
4626,-0.1439252111863163
4627,-0.34955880352618035
4628,-0.021698566854538654
4629,-0.2527776099877069
4630,-0.24681223853962722
4631,-0.2302160122225133
4632,-0.0892554244592084
4633,-0.17850707502350946
4634,-0.31525521122800976
4635,-0.05219768196994928
4636,-0.3390648542509981
4637,-0.15709236355487022
4638,-0.4116230282439931
4639,-0.04173199934740773
4640,-0.19403727844594637
4641,-0.32420204246874
4642,-0.3377714270197151
4643,-0.21559836162573248
4644,-0.29129565939642144
4645,-0.23661090963506742
4646,-0.2505758193451612
4647,-0.24548868821302286
4648,-0.19000553119241945
4649,-0.2961078893722294
4650,-0.32114397365833414
4651,-0.27703818107531125
4652,-0.18642839189465463
4653,-0.11311064051823964
4654,-0.2138008613417174
4655,-0.39555043475004975
4656,-0.275477242023735
4657,-0.15011886954962186
4658,-0.21770333483270796
4659,-0.17959306581294882
4660,-0.0671508765160853
4661,-0.1784307925230008
4662,-0.14800489444766046
4663,-0.38750195240551355
4664,-0.20919980488979115
4665,-0.38109308344973936
4666,-0.32003679183132755
4667,-0.2871514665103729
4668,-0.22761657183661402
4669,-0.18115966521277546
4670,-0.30210204999128004
4671,-0.25943046703503037
4672,-0.29625393695607366
4673,-0.1895912414923346
4674,-0.16253024092042112
4675,-0.10705806574554459
4676,-0.28991255863599824
4677,-0.22055551215097938
4678,-0.3602807328397337
4679,-0.10270639670939945
4680,-0.337382731561643
4681,-0.1418603513958694
4682,-0.20133155758737745
4683,-0.3173921500724169
4684,-0.31978031313548755
4685,-0.20128006261187137
4686,-0.38865881056762314
4687,-0.3216207641310665
4688,-0.11626364663978586
4689,-0.48398881475431427
4690,-0.4818111699254161
4691,-0.06055761720493003
4692,-0.00835672526949082
4693,-0.363262158126537
4694,-0.2508012533392771
4695,-0.308452974637071
4696,-0.2313109350259646
4697,-0.2715452140516675
4698,-0.3089877916149458
4699,-0.2611821371749206
4700,-0.40316782944567187
4701,-0.1651023476549475
4702,-0.3879651947725878
4703,-0.22000962761851953
4704,-0.3299079569968604
4705,-0.2016853128536359
4706,-0.3175264847071664
4707,-0.21512885678594923
4708,-0.44113359646795236
4709,-0.22571952272347898
4710,-0.030193078044250754
4711,-0.2650040418029567
4712,-0.20989057520414775
4713,-0.46944148537512287
4714,-0.04743540535306155
4715,-0.038211416409112325
4716,-0.2790466515502875
4717,-0.4806207793113432
4718,-0.20949891071900836
4719,-0.3553048911531738
4720,-0.32529536121707303
4721,-0.31368105129465307
4722,-0.11478949706188649
4723,-0.2912001092180779
4724,0.0531487711088025
4725,-0.14576078209117058
4726,-0.08823749612738582
4727,0.007861488104818477
4728,-0.21723105461014455
4729,-0.2865810675613625
4730,-0.16013903010181607
4731,-0.2702008413038499
4732,-0.29752842277596936
4733,-0.2701091090851577
4734,-0.23098874065234626
4735,-0.1410195478442479
4736,-0.3130806107002626
4737,-0.19627558117242958
4738,-0.10555962847582795
4739,-0.3058914676705134
4740,-0.4436864297652996
4741,-0.010008139639189577
4742,-0.2641566893825567
4743,-0.1519237647112434
4744,-0.29274970539355943
4745,-0.3846400890223476
4746,-0.09514922724840706
4747,-0.19738863100380152
4748,-0.3674100471082201
4749,-0.21522715177014093
4750,-0.2956143695595901
4751,-0.5059654137249311
4752,-0.35077081725825693
4753,-0.34649743526117205
4754,-0.2572865756266594
4755,-0.2757996311326723
4756,-0.15985134132994674
4757,-0.3895752601622069
4758,-0.09330410185692445
4759,-0.29550717410713373
4760,-0.06733312828347802
4761,-0.2855138584815392
4762,-0.13451300087239354
4763,-0.4488948994664418
4764,-0.15060078318079764
4765,-0.29367473266997296
4766,-0.18389903636949134
4767,-0.08457852982159941
4768,-0.09247668327298163
4769,-0.15521200600589322
4770,-0.21713194297060892
4771,-0.2795602639115428
4772,-0.2436224213675719
4773,-0.019739342771980615
4774,-0.29280255286950263
4775,-0.3736261514876294
4776,-0.27208499237081024
4777,-0.3517551973030071
4778,-0.17497116701010168
4779,-0.24348022466002764
4780,-0.28336602017068396
4781,-0.21534437093391798
4782,-0.17025382820475252
4783,-0.18579863465965943
4784,-0.46746837258603724
4785,-0.136247838949843
4786,-0.20833566550539245
4787,-0.27051299311114513
4788,-0.2546482301337787
4789,-0.3527937362387338
4790,-0.268088723821362
4791,-0.1504877630644781
4792,-0.20496449259175342
4793,-0.2421921568195752
4794,-0.23699710599656207
4795,-0.2856530994033211
4796,-0.34651691874244467
4797,-0.1812107991235162
4798,-0.2728222697436513
4799,-0.31975980556562456
4800,-0.28560654701551386
4801,-0.18732453831333748
4802,-0.2821153390434791
4803,-0.3058064623794734
4804,-0.22762859726179374
4805,-0.20275763637805477
4806,-0.08321313736401716
4807,-0.06653823087756124
4808,-0.2393922654783684
4809,-0.35558962067306676
4810,-0.17161410207638933
4811,0.10944713018028561
4812,-0.1015306601739656
4813,-0.08154669184008771
4814,-0.1943814761397753
4815,-0.19028566362322336
4816,-0.43253811250621205
4817,-0.3152398253095571
4818,-0.18881492515538265
4819,-0.2982368387464187
4820,-0.20496852364650495
4821,-0.0760311609626307
4822,-0.2659974427713302
4823,-0.40337989704361743
4824,-0.21996779222129545
4825,-0.3237853056619116
4826,-0.25157362289998964
4827,-0.2900374603007286
4828,-0.2572417465087304
4829,-0.21671663930143348
4830,-0.31274502832755857
4831,-0.22936294594746595
4832,-0.1799408121490064
4833,-0.3075165616045323
4834,-0.23655124050749238
4835,0.058953554160411745
4836,-0.17159914822440794
4837,-0.15105507552946412
4838,-0.2008348213961357
4839,-0.12076204541225405
4840,-0.27794113668893916
4841,-0.27405519023593095
4842,-0.2256308707558961
4843,-0.16000135503576218
4844,-0.2328595682706441
4845,-0.2681830830033209
4846,-0.4461520287380505
4847,-0.04731438734296814
4848,-0.029724799919502155
4849,-0.24909759741050633
4850,-0.33373025935174844
4851,-0.2492161080365514
4852,-0.39306622175111255
4853,-0.3237719292674651
4854,-0.15754718106733032
4855,-0.2835537298992049
4856,-0.33360645163003355
4857,-0.0797544066529555
4858,-0.22103737065806758
4859,-0.3808916553259276
4860,-0.2365081818613827
4861,-0.2700076563627831
4862,-0.08118414172813027
4863,-0.2417321075650424
4864,-0.4385344944771948
4865,-0.2923122856529447
4866,-0.3282598774578092
4867,-0.17743243420277371
4868,-0.09767023522706314
4869,-0.04187509110789502
4870,-0.2057446576658434
4871,-0.24225821979569676
4872,-0.15747977218218484
4873,-0.14478909459496442
4874,-0.2681757991314044
4875,-0.31165085024811773
4876,-0.36793300784317307
4877,-0.45392296659383574
4878,-0.2771609155045965
4879,-0.30282058322117816
4880,-0.3121255635677951
4881,-0.07233558731855637
4882,-0.2816010488711988
4883,-0.2073287015157147
4884,-0.26024187077698074
4885,-0.049359201675168676
4886,-0.28219754119756535
4887,-0.27661724816160366
4888,-0.33803815258861275
4889,-0.15850933995994881
4890,-0.16229264036874655
4891,-0.190830529787662
4892,-0.23696446268704094
4893,-0.1197907084465811
4894,0.01380652673635626
4895,-0.22739313268792058
4896,-0.2253528565269128
4897,-0.11992555797941641
4898,-0.0681166630980206
4899,-0.22214027135327305
4900,-0.23027197139360428
4901,-0.2840582150040166
4902,-0.11898772498180839
4903,-0.23142876778780702
4904,-0.2979988735623133
4905,-0.24726441021907558
4906,0.09612384585598398
4907,0.033553790509454236
4908,-0.6877363346905765
4909,-0.2076542648823441
4910,-0.32252407093494306
4911,-0.3420441258670559
4912,-0.17071035261876977
4913,-0.5196806205181622
4914,-0.3136413859826513
4915,-0.347503155554748
4916,-0.11158499634923812
4917,-0.16514980583864733
4918,0.021960596284235273
4919,-0.1253752440532636
4920,0.09375538505819216
4921,-0.13552355226018478
4922,-0.2374021605642683
4923,-0.29250322545948143
4924,-0.21646338824376737
4925,-0.22762794112019236
4926,0.03812505949025948
4927,-0.27345241241263774
4928,-0.19458843181541902
4929,-0.18449591743335744
4930,-0.26234928185686024
4931,-0.4652305952792294
4932,-0.32220714864462036
4933,-0.3406059481678677
4934,-0.2985303455469351
4935,-0.2901186602090927
4936,-0.19241173221459834
4937,-0.2227951443925528
4938,-0.37006565461485713
4939,-0.01841369765858186
4940,-0.2556847116340842
4941,-0.2204622323844493
4942,-0.19224208301559811
4943,-0.3065300190333903
4944,-0.2820685829858325
4945,-0.10287663822051842
4946,-0.22590196237768198
4947,-0.26612715716371016
4948,-0.20556432640861982
4949,-0.5582105998931897
4950,-0.2177606992842176
4951,-0.055617802283319286
4952,-0.3141067359036091
4953,-0.15413245692740982
4954,-0.19382544359445883
4955,-0.1660703450001788
4956,-0.25360523119974154
4957,0.00805245863796222
4958,-0.27472376185789305
4959,-0.13720654545077068
4960,-0.3403441342675445
4961,-0.25351691308758534
4962,-0.3235847838863106
4963,-0.34632463912019157
4964,-0.11174282513973884
4965,-0.1468321109971006
4966,-0.1469619380569304
4967,-0.1634646775065159
4968,-0.097622080818184
4969,-0.21211678164898123
4970,-0.3210698442147033
4971,-0.29200875028437223
4972,-0.13183272561190992
4973,-0.25189550701481556
4974,-0.25270972030771327
4975,-0.21918724808634277
4976,-0.1857730113181741
4977,-0.0775085854348512
4978,-0.4367712139885796
4979,-0.41061443121228264
4980,-0.2736384499716345
4981,-0.22660653333275108
4982,-0.1933873205791621
4983,-0.34878758285998046
4984,-0.40807967266312656
4985,-0.25653141573797894
4986,-0.25580883551188255
4987,-0.02319913054568353
4988,-0.16511237949356888
4989,0.017833273089182176
4990,-0.35221192612588587
4991,-0.13995408825157454
4992,-0.2985729478327947
4993,-0.22154666594076888
4994,-0.2642335956361391
4995,-0.029389867459768574
4996,-0.22339375361733105
4997,-0.2120988512324975
4998,-0.2622780521902711
4999,-0.20193613405125463
5000,-0.19889051247726733
5001,-0.3169879136218517
5002,-0.2550317154430228
5003,-0.22203813317201151
5004,-0.41798870171897284
5005,-0.20717871349642825
5006,-0.12131438045773384
5007,-0.2675107858939169
5008,-0.26767075096156134
5009,-0.12273684205350366
5010,-0.21629166179433146
5011,-0.09584510785987974
5012,-0.1981230866400938
5013,-0.2330668084796789
5014,-0.16615396474130137
5015,-0.34009415172090574
5016,-0.20621852730723925
5017,-0.4625360128608026
5018,-0.15763137882453285
5019,-0.21871555014432328
5020,-0.010951129059441808
5021,-0.23511199388885182
5022,-0.16715349825362666
5023,-0.20320106768124596
5024,-0.35230335452909267
5025,-0.18215799554096332
5026,-0.2653808483035208
5027,-0.3962855404579158
5028,-0.32914507307777285
5029,-0.21098216557406155
5030,-0.21154301860567148
5031,-0.28802558176907844
5032,-0.3380391921546533
5033,-0.1765530245230502
5034,-0.5123516228321827
5035,-0.23006756851707888
5036,-0.28258656450311115
5037,-0.24462480815912294
5038,-0.27702795614555953
5039,-0.18030999814745008
5040,-0.005676493274781045
5041,-0.20213208719710796
5042,-0.3878301072783998
5043,-0.2593338678783904
5044,0.03443840770785047
5045,-0.44814013120410906
5046,-0.30186698965988285
5047,-0.3132794036193983
5048,-0.07053592366057596
5049,-0.2807635158640154
5050,-0.1638294505649306
5051,-0.2548265782826413
5052,-0.20006799935334493
5053,-0.25402803100345883
5054,-0.30601540876363836
5055,-0.21819903351299935
5056,-0.2928641096078961
5057,-0.317555958769248
5058,-0.2936200870818791
5059,-0.26820791083255
5060,-0.17162547607089979
5061,-0.17667241976372272
5062,-0.4247640232896419
5063,-0.1303706865046532
5064,-0.08855390656833352
5065,-0.28601426802873114
5066,-0.3205030287364398
5067,-0.3480756532645504
5068,-0.31216297847866575
5069,-0.23805140212566822
5070,-0.2722985818412021
5071,-0.2341357786383429
5072,-0.20745855154216258
5073,-0.21476102617014162
5074,-0.2942923066863748
5075,-0.45095447937778305
5076,-0.35248880280349043
5077,-0.2668997960314018
5078,-0.39443107556434603
5079,-0.21407389762329582
5080,0.038045551463637015
5081,-0.2765058177144696
5082,-0.5194647892718524
5083,-0.11891804579781473
5084,-0.4018537184394213
5085,-0.185599962282037
5086,-0.3709524984237361
5087,-0.3557177761128466
5088,-0.3476549467649931
5089,-0.10797147620142143
5090,-0.17754319342011876
5091,-0.2211686999078567
5092,-0.14790374279593593
5093,-0.3846665551864323
5094,-0.12300749012764833
5095,-0.3412674201235226
5096,-0.26722109608864375
5097,-0.06950654565039141
5098,-0.08825725662125988
5099,-0.3030173706431123
5100,-0.27270904797442186
5101,-0.3073320010649635
5102,0.09033191807437065
5103,-0.2985050239902196
5104,-0.2659970377588766
5105,-0.2616419220663919
5106,-0.09936943402454414
5107,-0.14544176279670512
5108,-0.2878298299297325
5109,-0.2849326217215089
5110,-0.24590774226824438
5111,-0.35162633651819836
5112,-0.2502435000924534
5113,0.007709353566958705
5114,-0.2687170030292997
5115,-0.30882129175448636
5116,-0.35556082830641583
5117,-0.15893073166031269
5118,-0.37660799925992955
5119,-0.15758339774238736
5120,-0.1886275669524595
5121,-0.21699811876246358
5122,-0.24762159954181345
5123,-0.3581898169369108
5124,-0.16620274382653544
5125,-0.1593413114526944
5126,-0.13642030853700357
5127,0.018954181928656753
5128,-0.20388895913889427
5129,-0.020843295908771854
5130,-0.4655522421988875
5131,-0.33344267753116913
5132,-0.31084971748061707
5133,-0.20874691334594878
5134,-0.2720585522650692
5135,-0.3387504284153853
5136,-0.25751052680978986
5137,-0.27925895583492716
5138,-0.34947827628937006
5139,-0.324050483040778
5140,-0.31842044215878174
5141,-0.2628671507550877
5142,-0.39707614576507
5143,-0.11742938232204363
5144,-0.3616584694049101
5145,-0.1577397746285093
5146,-0.3528368471786913
5147,-0.35754686163432
5148,-0.36089550876120624
5149,-0.27760733861579157
5150,-0.28587649988639235
5151,-0.28675108370000235
5152,-0.4206819844916825
5153,-0.23456956782766827
5154,-0.38655066455560644
5155,-0.3205796677605711
5156,-0.15143783721420326
5157,-0.2604165952935252
5158,-0.24222243412077454
5159,-0.2481185488474572
5160,-0.24141714543837936
5161,-0.28803268553198325
5162,-0.008763833571725796
5163,-0.11975666368388611
5164,-0.32196604730243295
5165,-0.25485510816031803
5166,-0.3106152434965102
5167,-0.318231314205655
5168,-0.24780911274357578
5169,-0.13154203319984872
5170,-0.3974210152781767
5171,-0.3115591873439446
5172,-0.046320657457814676
5173,-0.1703544993604258
5174,-0.42830702968583173
5175,-0.3952439506063409
5176,-0.32836936164440245
5177,-0.25300316313382454
5178,-0.28421098704600656
5179,-0.31397022101533983
5180,-0.28094044650407535
5181,-0.1512807190300475
5182,-0.25180780635246747
5183,-0.2359897390500441
5184,-0.08973470529329942
5185,-0.13930723202070097
5186,-0.2474150908227558
5187,-0.3398471268569913
5188,-0.43318390647773947
5189,-0.19561760948001994
5190,-0.11397956743582345
5191,-0.28557353697423393
5192,-0.26886006170428306
5193,-0.07466631058740891
5194,-0.2895430626905779
5195,-0.42306344416653036
5196,-0.20947757241161966
5197,-0.2162456900473165
5198,-0.05206287827803703
5199,-0.17164571682309154
5200,-0.13002614754126762
5201,-0.23220223436763776
5202,-0.300953506110466
5203,-0.2911036962101554
5204,-0.2756777172480758
5205,-0.32836710945252023
5206,-0.25833385302490797
5207,-0.5052923541128946
5208,-0.11787553516797683
5209,-0.012538032542932086
5210,-0.5206084743780421
5211,-0.007586628029445723
5212,-0.30632043219639793
5213,-0.28631153775089213
5214,-0.16352987772794575
5215,-0.24479323615539217
5216,-0.4130465602076804
5217,-0.23672984696810734
5218,0.04036357416298809
5219,-0.07223474763947108
5220,-0.2198534916930722
5221,-0.2401597730315912
5222,-0.21034318414218517
5223,-0.07238712927978187
5224,-0.16854015537557387
5225,-0.24501413200149483
5226,-0.29349591641364586
5227,-0.3106397683553003
5228,-0.30448205510724186
5229,-0.2611699682416591
5230,-0.4000024805499293
5231,-0.29598952790091665
5232,-0.23268483271878537
5233,-0.23448528819661157
5234,-0.39170389639427244
5235,-0.16334288322052018
5236,-0.1637062278470405
5237,-0.17610121777418442
5238,-0.05982447730850425
5239,-0.32715092671287826
5240,-0.3083708341118938
5241,-0.47570369877941915
5242,-0.26582572617777434
5243,-0.19953273176183822
5244,-0.33852045285702226
5245,-0.24587496865498026
5246,-0.25993726959648594
5247,-0.4346930412816031
5248,-0.1523072025341255
5249,-0.0709438500170138
5250,-0.3911586882892671
5251,-0.20150311794622408
5252,-0.24525041139956924
5253,-0.202501582580863
5254,-0.340651460855129
5255,-0.32573638498311475
5256,-0.34198169364263775
5257,-0.05198421891109435
5258,-0.262693126990677
5259,-0.17181370582087838
5260,-0.18936389879542703
5261,-0.15034099385353222
5262,-0.28274189383505444
5263,-0.1483877676402813
5264,-0.2605254229958221
5265,-0.3316561664750254
5266,-0.4016801157390063
5267,-0.16843720527265627
5268,-0.1896112859406219
5269,-0.2158087001915374
5270,-0.19159770113355307
5271,-0.3331328174301429
5272,-0.33098161546985333
5273,-0.24790526883141176
5274,-0.32766715403191604
5275,-0.38669635112880146
5276,-0.12462794959868473
5277,-0.2841197812179895
5278,-0.26741910367247557
5279,-0.22951993059553405
5280,-0.13081473641504343
5281,-0.26211895357212367
5282,-0.15090553259748204
5283,-0.3852301202524651
5284,-0.18241309295213334
5285,-0.020034883756481287
5286,-0.3134390329125455
5287,-0.33142814995758657
5288,-0.14466248536510587
5289,-0.24299415484294562
5290,-0.32024819674568994
5291,-0.10561925738929334
5292,-0.2568736140688975
5293,-0.3385720883860569
5294,-0.12185932271575645
5295,-0.08859095609813024
5296,-0.13412400479525435
5297,-0.2912625940113591
5298,-0.37891355203606486
5299,-0.43926901399986956
5300,-0.1765062397091951
5301,-0.31552954888636575
5302,-0.40514320584048286
5303,-0.07307475557143085
5304,-0.24886368954336963
5305,-0.2521122689763989
5306,-0.3824486170266466
5307,-0.13590725992538782
5308,-0.11594975403123398
5309,-0.11655566484440408
5310,-0.17262909816283772
5311,-0.13358178575634017
5312,-0.11734281101135632
5313,-0.06781204340740575
5314,-0.2517758283700638
5315,-0.2156970349859015
5316,-0.429670060374105
5317,-0.1777476207692729
5318,-0.30006721918034135
5319,-0.11152463681347194
5320,-0.1862864165638161
5321,-0.3645941210567255
5322,-0.16763986703360811
5323,-0.2897451903312128
5324,-0.35209504284212334
5325,-0.23646208526828727
5326,-0.32616211815203283
5327,-0.3034114598783038
5328,-0.18221576083938146
5329,-0.20937096518146706
5330,-0.10355807722389246
5331,-0.30488166210638507
5332,-0.19310135883847945
5333,-0.3438915065119108
5334,-0.045428558816670316
5335,-0.32090372824822516
5336,-0.265002032682545
5337,-0.18546757714859527
5338,-0.11091339415146464
5339,-0.2898246003945671
5340,-0.3507875428041794
5341,-0.31793047153114673
5342,-0.23099375367429384
5343,-0.558179390956616
5344,-0.36352464821583047
5345,-0.06346348413291772
5346,-0.36029020882390167
5347,-0.008599287891061453
5348,-0.35697661775387146
5349,-0.04447394261825274
5350,-0.1848791342406554
5351,-0.06513521980885731
5352,-0.32234511946154604
5353,-0.3698479060338015
5354,-0.10003384650982844
5355,-0.21661093194435532
5356,-0.35191468961167477
5357,-0.2943890945002502
5358,-0.18685693664987763
5359,-0.3778411370973859
5360,-0.13940405215412272
5361,-0.21700063740364967
5362,-0.3288343363897624
5363,-0.17867132823010787
5364,-0.3312867882426556
5365,-0.24726390932583645
5366,-0.12261254385749104
5367,-0.19560774425748664
5368,-0.211692123354582
5369,-0.25509880953380953
5370,-0.2228895316009195
5371,-0.2162819514700954
5372,-0.0006267562859468889
5373,-0.2978617404812541
5374,-0.12856668460038245
5375,-0.3264222699911009
5376,-0.1631549164833601
5377,-0.003961763989294193
5378,-0.08714086347604566
5379,-0.19459840448720114
5380,-0.47501277258800073
5381,-0.21299838102009394
5382,-0.29098000519831285
5383,-0.21641772177824406
5384,0.012910893697128487
5385,0.05246298081597866
5386,-0.34528776777777503
5387,-0.3303202278159394
5388,-0.13643035917854487
5389,-0.20318566047162664
5390,-0.18462665301450273
5391,-0.23510638181954574
5392,-0.5136587421839154
5393,-0.3534293231732177
5394,-0.10648140591864833
5395,-0.3539156281431726
5396,-0.2911960957427371
5397,-0.2615573669596718
5398,-0.34785484418468166
5399,-0.2599430439406559
5400,-0.2794757860509838
5401,-0.3338760066896998
5402,-0.2540874626016094
5403,-0.5618513730114012
5404,-0.1817923670000369
5405,-0.14443840111222556
5406,-0.2820767206853208
5407,-0.2693342259922039
5408,-0.4891430386599032
5409,-0.3553940630026532
5410,-0.37436883417113437
5411,-0.06740059513501975
5412,-0.22982746672881182
5413,-0.08075580221294569
5414,-0.13846810307003032
5415,-0.29852573486935263
5416,-0.43680227158893176
5417,-0.1572172576146877
5418,-0.2712563041140021
5419,-0.07959342858229558
5420,-0.22346355171677976
5421,-0.4047372616120189
5422,-0.22646222615798053
5423,0.03800586196506086
5424,-0.39275935981155685
5425,-0.21098871304528677
5426,-0.17897640525629047
5427,-0.1666505714440701
5428,-0.2991390318024705
5429,-0.2511700566086143
5430,-0.13286190227561293
5431,-0.22359009822267986
5432,-0.2416943595210936
5433,-0.28813441714623456
5434,-0.023131685292304912
5435,-0.06769455897516517
5436,-0.2420027908271495
5437,-0.0923853485465769
5438,-0.08363360512832028
5439,-0.16857305394353916
5440,0.04043408945228411
5441,-0.2683397831803882
5442,-0.3108839848684728
5443,-0.2085786963006813
5444,-0.2123398171570763
5445,-0.34159327518175375
5446,-0.18155832162056412
5447,-0.2056468294262125
5448,-0.3570716257732324
5449,-0.4022013224029233
5450,-0.23490358168603157
5451,-0.0885988499238836
5452,-0.06391207638152185
5453,-0.2582743845645147
5454,-0.286619857856785
5455,-0.29282636426637954
5456,-0.08534003737248011
5457,-0.30951411297074244
5458,-0.2239857008899413
5459,-0.11832016028431148
5460,-0.28574178700125336
5461,-0.0700864688943151
5462,-0.2520977325228983
5463,-0.19322381474125472
5464,-0.37702217149435535
5465,-0.3770091133406974
5466,-0.28811541204416463
5467,-0.29145365019968483
5468,-0.36411410749837403
5469,-0.08514972868278489
5470,-0.35289472313399334
5471,-0.3019750975400015
5472,-0.24116162676069075
5473,-0.12251297285827073
5474,-0.3674660212833039
5475,-0.18864566546672834
5476,-0.31661606647909923
5477,-0.3428384139066789
5478,-0.12802546880730833
5479,-0.1907828795346588
5480,-0.14334875160207936
5481,-0.26524552253812383
5482,-0.10626886855857587
5483,-0.25942356744761513
5484,-0.3741416404225127
5485,-0.06527639537673298
5486,-0.25010618024469616
5487,-0.1585055285149823
5488,-0.18507360805370993
5489,-0.30823638998954034
5490,-0.23372786637163187
5491,-0.39874789056355014
5492,-0.3150951614361719
5493,-0.1405992245426599
5494,-0.1937746515580947
5495,-0.19938386740567002
5496,-0.35608313674486564
5497,-0.211338919679058
5498,-0.16284245746736814
5499,-0.2872182840558235
5500,-0.2795793370530646
5501,-0.30847598332182913
5502,-0.2842403316562069
5503,-0.4743833736916498
5504,-0.22198295067083954
5505,-0.014926405556204222
5506,-0.134669193912203
5507,-0.18541470914440145
5508,-0.2506974876537538
5509,-0.2374149054957016
5510,-0.32024801124409646
5511,-0.28293453453188383
5512,-0.25995167907205874
5513,-0.44681918718942804
5514,-0.08244371280687178
5515,-0.19931072715577322
5516,-0.32801367824094
5517,-0.20202639637495437
5518,-0.46962109088855697
5519,-0.06055309743891677
5520,-0.19441032218968
5521,-0.48530502928473296
5522,-0.06607322575271656
5523,0.0012261736481526658
5524,-0.44188746072487817
5525,0.05784979555437928
5526,-0.22706527164721263
5527,-0.36953429571995994
5528,-0.22155156368341608
5529,-0.1447385014931482
5530,-0.3396233572537573
5531,-0.08192019021811109
5532,-0.23336550279529322
5533,-0.15465902240942264
5534,-0.40075517675003297
5535,-0.38283454773493575
5536,-0.32999405274131915
5537,-0.2333772853794643
5538,-0.1757767593923115
5539,-0.21227927157104567
5540,-0.23934812582359785
5541,-0.22060916406938177
5542,-0.19817769311142033
5543,-0.1298983650463691
5544,-0.24336598454911793
5545,-0.27375473027158637
5546,-0.06879848364823753
5547,-0.3152684709240401
5548,-0.37491530533256434
5549,-0.2531143376924807
5550,-0.21649537993889859
5551,-0.229675504633247
5552,-0.004984774324000293
5553,-0.29332852170544904
5554,-0.22863973991879133
5555,-0.1239392744669279
5556,-0.4718181321365031
5557,-0.2128284796998478
5558,-0.17394514518727267
5559,-0.23672413645583948
5560,-0.05578513141447596
5561,-0.20855800254730453
5562,-0.3230084073696963
5563,-0.25222330447144525
5564,-0.21355952289544994
5565,-0.18517485470057252
5566,-0.3539223553056266
5567,-0.25629573614549345
5568,-0.2894233262530786
5569,-0.07374214656698462
5570,-0.17482146462981474
5571,-0.2950614039021288
5572,-0.29630122536315495
5573,-0.17176825122142003
5574,-0.4660240260328706
5575,-0.10169902871157688
5576,-0.22302651376318655
5577,-0.3506427605329454
5578,-0.24050100918311149
5579,0.04622590442181448
5580,-0.385037185655768
5581,-0.33484969311220464
5582,-0.04807740804677614
5583,-0.3886070444866665
5584,-0.2353072134463787
5585,-0.2931390883410278
5586,-0.2763731503604619
5587,0.00689142484550916
5588,-0.19646488305568366
5589,-0.31353734864845334
5590,-0.15427608946792953
5591,-0.06881120578315354
5592,0.0026145436850879256
5593,-0.001015421764632032
5594,-0.10545529250376838
5595,-0.2745086819109231
5596,-0.2515964762105699
5597,-0.15949349452251613
5598,-0.29491571552794366
5599,-0.3540419044139755
5600,-0.08360485205525635
5601,-0.3361900720221639
5602,-0.1725892482821668
5603,-0.11436850565807007
5604,-0.46474022981621516
5605,0.004243135736303624
5606,-0.22920953001690192
5607,0.022261511527022788
5608,-0.4094663611303955
5609,-0.21793144876419968
5610,-0.31121708021644495
5611,-0.07461987697847232
5612,-0.03160425868454578
5613,-0.05358470999110756
5614,-0.26009056726856294
5615,-0.37784291939556464
5616,-0.010543039917375865
5617,-0.30837371912922895
5618,-0.25296010142468955
5619,-0.19780547292433479
5620,-0.16213436326952965
5621,-0.24666355496244474
5622,-0.601458887429892
5623,-0.22745229754542115
5624,-0.01570970738163118
5625,-0.3831537109701984
5626,-0.1371831342996441
5627,-0.160375701333175
5628,-0.15148763737930923
5629,-0.27174515504399704
5630,-0.09486794779202193
5631,-0.334059579265857
5632,-0.1751609472152756
5633,-0.30236955573355073
5634,-0.248384578069703
5635,-0.25744882798421703
5636,-0.2437900357483061
5637,-0.3054138094613977
5638,-0.4386002278146133
5639,-0.2338617777508253
5640,-0.4076878189797508
5641,-0.3745502510554543
5642,-0.45274366214071454
5643,-0.3442564570065628
5644,-0.27447968945189416
5645,-0.2119862690483734
5646,-0.2526629109910701
5647,-0.1828945371932305
5648,-0.22861599071194394
5649,-0.17934354753210213
5650,-0.09019197878658637
5651,-0.41164045619905537
5652,-0.29731261261127884
5653,-0.29800014787560763
5654,-0.15659570866991523
5655,-0.28922478137198165
5656,-0.13382362126880926
5657,-0.038395468673559315
5658,-0.17563023211234607
5659,-0.1792545346160696
5660,-0.27691751202552367
5661,-0.2660475582952664
5662,-0.3418480035994707
5663,-0.1593273338982197
5664,-0.12483460384965801
5665,-0.21000265217372419
5666,-0.2472042513706552
5667,-0.2684097892316371
5668,-0.1120018009217335
5669,-0.43974648886917433
5670,-0.11696684200049533
5671,-0.1849363518214476
5672,-0.240522810850372
5673,-0.2760966856763408
5674,-0.19823309448733775
5675,-0.3341359964030364
5676,-0.4902492983538142
5677,-0.4654216750388291
5678,-0.18345987470491992
5679,-0.14843569933000855
5680,-0.195249636466381
5681,-0.403270994015574
5682,-0.25313949201959063
5683,-0.2557717361950917
5684,-0.2560412081470977
5685,-0.09900368823337749
5686,-0.12245607924797211
5687,0.036375563230437766
5688,-0.28157622621066947
5689,-0.21283025060923672
5690,-0.1762590385609775
5691,-0.4988809184749602
5692,-0.3708527867308691
5693,-0.0491765981349575
5694,-0.28667006401932454
5695,-0.27858006895120363
5696,-0.15010858180895037
5697,-0.16613522527202462
5698,-0.29186657186305565
5699,-0.22243323119508474
5700,-0.1860350613660029
5701,-0.2699701298132224
5702,-0.06599936243072568
