timestamp_utc,side,size,price,midpoint_proxy,effective_half_spread,transactionHash
2024-11-04 19:30:57+00:00,SELL,17.51,0.577,0.5805,0.0035000000000000586,0x3e4d623f4c1e6979521b696944412ca41fd263845c4521b3962be848a704224e
2024-11-04 19:30:57+00:00,SELL,16.07,0.577,0.5805,0.0035000000000000586,0x459939dcd0a525d615232628b954a082286e590c6f4af0fd8e5d79086f357c9f
2024-11-04 19:30:59+00:00,SELL,15.91,0.578,0.5805,0.0025000000000000577,0x2325bf79aad5477e270302354ea75b3a524c894c7a4e30309a5d67fb5c0fa814
2024-11-04 19:30:59+00:00,BUY,97.461138,0.5789999907,0.5805,-0.0015000093000000492,0x8e25a5efae30cc37205f98b14cf1741b1fab2284fc84ab55d2d124cf114c745b
2024-11-04 19:30:59+00:00,SELL,13.04,0.578,0.5805,0.0025000000000000577,0x770681f20c427dacabef9f58abdfb2588136db1a6a486dad8991b9c91c733e25
2024-11-04 19:31:01+00:00,SELL,12.91,0.578,0.5805,0.0025000000000000577,0xd9c915acec6f0967159b589d87d7ec09296e4af870618064fe4725051f0e7bff
2024-11-04 19:31:01+00:00,SELL,15.47,0.578,0.5805,0.0025000000000000577,0x26798b151e60016d5827becd1574279453f86f5ea13caded4745ac7057e597fe
2024-11-04 19:31:01+00:00,SELL,13.59,0.578,0.5805,0.0025000000000000577,0x054b681987ee127d330a6511f0e43b8d75c85ce72435ff4a6beecd2f86e9d67a
2024-11-04 19:31:01+00:00,SELL,14.78,0.578,0.5805,0.0025000000000000577,0xbcc68c75eb45f43058a5192635fb5ebe9797007d556b69d8bb2fd10dbcf9f16e
2024-11-04 19:31:05+00:00,SELL,69.23,0.578,0.5785,0.000500000000000056,0x83b40470706db1daffea4cba3cfc28004b7181446f6f05e8b7b68dbbbe6970d8
2024-11-04 19:31:05+00:00,SELL,16.71,0.578,0.5785,0.000500000000000056,0x341da5b7611332c5eba60c1a13b5f0854a1595d3421e677047483e44a3acb913
2024-11-04 19:31:05+00:00,SELL,20.42,0.578,0.5785,0.000500000000000056,0xe6679f009adb11adcc4a143a8d37d2de08ffed0eefa806419b17de182728d040
2024-11-04 19:31:05+00:00,SELL,14.54,0.578,0.5785,0.000500000000000056,0xaa07e7bc3af1f4c65e270d77867b66e13b14da8d9f6ddd1876bdf9ffc641a745
2024-11-04 19:31:05+00:00,SELL,13.69,0.578,0.5785,0.000500000000000056,0xca8c26e6e65404de514e69f54bffbb862c55bb1458c02904603c99c27b91c32a
2024-11-04 19:31:05+00:00,SELL,16.44,0.578,0.5785,0.000500000000000056,0x604cf92c20217002c489951800ff809b8121134374e8f4ca85488ef37e0775e1
2024-11-04 19:31:05+00:00,SELL,35.74,0.578,0.5785,0.000500000000000056,0x31ab28a69cdfe739a57b86f37390eb400c8099b4f21faf14b62dffd0fed67789
2024-11-04 19:31:05+00:00,SELL,14.61,0.578,0.5785,0.000500000000000056,0xa0d15f0fd3bcb59a522c06e96d590fb40fbbedfea7dd78e6c852dc4ce0c93f1c
2024-11-04 19:31:07+00:00,SELL,14.48,0.578,0.5785,0.000500000000000056,0x9fc800dd41de5fa4da09813f078072e974e6c3be49ca766f11cca8d8c3de2129
2024-11-04 19:31:09+00:00,BUY,13.11,0.579,0.5785,0.0004999999999999449,0xa82096893bbb5efc28b51ecd01e26777f56bbe23fc2a4fc321ddacb8ee581d7e
2024-11-04 19:31:09+00:00,SELL,14.08,0.578,0.5785,0.000500000000000056,0x501e3a65d29b6ce418cfe51fcc0d10db1a472c3e3af0884d797c66c34a1fc4ba
2024-11-04 19:31:11+00:00,BUY,17.52,0.579,0.5785,0.0004999999999999449,0x725e3043a87e326537c37c996d9b3ceb06763cd5ada7f8bf87b56dc8c75ce4a9
2024-11-04 19:31:11+00:00,SELL,13.93,0.578,0.5785,0.000500000000000056,0x95901d0f142d8fdf714725c7d68f4179820ad3dad950b23637d314f945177fd4
2024-11-04 19:31:11+00:00,BUY,15.69,0.579,0.5785,0.0004999999999999449,0x3c97945b6d68e299a91207261127ac841a7106c76da937f784d9dc059c893e79
2024-11-04 19:31:13+00:00,SELL,14.12,0.578,0.5785,0.000500000000000056,0x4c12f573e08147a259016b2f9c40289c2731ef2873a3d54cd4ab71c61aa6ebb3
2024-11-04 19:31:13+00:00,SELL,15.33,0.578,0.5785,0.000500000000000056,0x8eb88d09a22e2b04b4a5e6ba485df129c103cf0af5a50ea8450e471ca9bce962
2024-11-04 19:31:17+00:00,SELL,13.46,0.578,0.5785,0.000500000000000056,0x71b188c66f027052b6bdfd07a2cad30863d80fcbf4b27a57060d43db02b8d47f
2024-11-04 19:31:17+00:00,BUY,13.96,0.579,0.5785,0.0004999999999999449,0xdcf1d71418e6705eb381e1583873f55b50b51c4eb81089de5e97616ab51bead0
2024-11-04 19:31:19+00:00,BUY,13.16,0.579,0.5785,0.0004999999999999449,0x2fee08a7ec5f63a8c7730b11890766c79de2a2ce81374005765fd90944229539
2024-11-04 19:31:19+00:00,SELL,14.32,0.578,0.5785,0.000500000000000056,0x772c693b4bd99e869e39510d852dc820bcb3b0445ae9cd677ac85dca5b321714
2024-11-04 19:31:19+00:00,SELL,15.25,0.578,0.5785,0.000500000000000056,0x077cc7f6f10a8657a95d21015b27c675343efb3094887298465acaa8fb134436
2024-11-04 19:31:21+00:00,SELL,13.74,0.578,0.5785,0.000500000000000056,0x2fcbc42473d2700cdfe515ae177ead9e42246855323944534245449cf345328f
2024-11-04 19:31:21+00:00,SELL,14.33,0.578,0.5785,0.000500000000000056,0x0c9ff7c37b754437185ddac375d5a44022961dded7a862040c229bd45289851d
2024-11-04 19:31:23+00:00,BUY,14.853194,0.5789999781,0.5785,0.0004999781000000203,0x4f44c6050dbee5e8fe5881452bacc1705e81712935468be3c3df3b55c25b6318
2024-11-04 19:31:23+00:00,SELL,14.33,0.578,0.5785,0.000500000000000056,0x2c075d352bbbf0bd44915f506d6923e84d332c6d253ca9369f98e06819285e7c
2024-11-04 19:31:23+00:00,BUY,3369.982727,0.5789999997,0.5785,0.0004999997000000311,0xb417c250516b626c22e4098fa6e3003d9d5295648128fef0ff8d12908b50c9ca
2024-11-04 19:31:23+00:00,BUY,0.414506,0.5789976502,0.5785,0.0004976502000000327,0x65ae4a7373bdb3fb1555bb7f0da25787ff643b6305c0e3595784d1e3c3b6218a
2024-11-04 19:31:23+00:00,BUY,14.01,0.579,0.5785,0.0004999999999999449,0xd49c6bf3f3b8591c034543fe2c9d9970550e8286f5f782fcf246c832e29540f2
2024-11-04 19:31:25+00:00,SELL,13.66,0.578,0.5785,0.000500000000000056,0x0c62425cc0b2ca737379b515592c0d2d7846e72cac723af2cc149854834266dd
2024-11-04 19:31:27+00:00,SELL,97.46,0.578,0.5785,0.000500000000000056,0x9b1ff75f038445892b95db5edc0b0b3dcc0b037ec2359d3fd1fa09810f714eaa
2024-11-04 19:31:27+00:00,SELL,13.24,0.578,0.5785,0.000500000000000056,0x60b458d629bd1e4e40e894261c2a2f71dde8d1b06167db17b44ab5a52f46b813
2024-11-04 19:31:29+00:00,BUY,14.95,0.579,0.5785,0.0004999999999999449,0x433f2e6f2508d12c626e70f095a550c37d7074e8557872c9c84e491278658bc3
2024-11-04 19:31:33+00:00,BUY,16.07,0.579,0.5785,0.0004999999999999449,0xe5e87c1e2cb8d879eeb6fed1aa27509371c296f00a87edc7f41697c59ede82ad
2024-11-04 19:31:33+00:00,BUY,5.0,0.579,0.5785,0.0004999999999999449,0xe9bd3fcfdadbd2d25475711807fbddf0db633c29c51f73a41fca82cdc25d04ed
2024-11-04 19:31:35+00:00,BUY,14.5,0.579,0.5785,0.0004999999999999449,0x463e7ba45873d044313350faf12b60bb57ef710039a71b4777b23999ed4306d6
2024-11-04 19:31:35+00:00,BUY,165.181346,0.578999998,0.5785,0.0004999980000000015,0xe010e00c286ce5d487903db1cce580504c420c0a79bb24c35fd2b2e277d552bd
2024-11-04 19:31:37+00:00,BUY,13.33,0.579,0.5785,0.0004999999999999449,0x1f071f4e980b29bad652ffd86353cb3b90ae6c169b3e76ad0adafa69c23c0c1b
2024-11-04 19:31:39+00:00,SELL,32.15,0.578,0.5785,0.000500000000000056,0xe3e017b7d5fc2330e4cdcc18f2c728b91b3517c74b50962b97a237755c1f2f80
