Date,TAN ret,SPY ret,ICLN ret,p,Δp
2024-08-19,0.022113028130110957,0.00956131738916266,0.014114239203427026,0.486,0.03149999999999997
2024-08-20,-0.020673006656565684,-0.0016261722061099437,-0.01113432215815513,0.5025,0.01649999999999996
2024-08-21,0.009572881230893282,0.0034365717663653594,0.004222539908898426,0.521,0.018500000000000072
2024-08-22,-0.02552880102518973,-0.007848291404860985,-0.0154169938123212,0.5175,-0.0035000000000000586
2024-08-23,0.05214564376773545,0.010625272399678254,0.028469715020773112,0.5015,-0.016000000000000014
2024-08-26,-0.011619667190564842,-0.0023839189947704176,-0.002768135476255207,0.4945,-0.006999999999999951
2024-08-27,-0.0035988341131358847,0.0013731822465194998,-0.004163797225832044,0.5035,0.008999999999999952
2024-08-28,-0.014688161906982522,-0.005805296430382967,-0.005574851190302876,0.503,-0.0004999999999999449
2024-08-29,-0.0034213461835548298,8.964093266849993e-05,-0.006306970809154766,0.498,-0.0050000000000000044
2024-08-30,0.012260895061226407,0.00954584767487665,0.00775742274496749,0.4995,0.0015000000000000013
2024-09-03,-0.03536818303896294,-0.020579029118164005,-0.026592139755781785,0.5115,0.011999999999999955
2024-09-04,0.011551982960601226,-0.00204671790647859,0.012940400531964658,0.5295,0.018000000000000016
2024-09-05,-0.007199529770688939,-0.00243218058308603,0.0063875429024102814,0.528,-0.0014999999999999458
2024-09-06,-0.02550642679091264,-0.016830317648955262,-0.020451355712873376,0.5055,-0.022500000000000075
2024-09-09,-0.020528660926005027,0.011196254802991135,-0.0014399396553560484,0.5225,0.017000000000000015
2024-09-10,-0.001833920519330956,0.004355801507269996,0.0007210789382912086,0.5195,-0.0030000000000000027
2024-09-11,0.06272976815231912,0.010259077279622053,0.03530244894532264,0.496,-0.023499999999999965
2024-09-12,-0.011113905196310503,0.00842300900732984,-0.006958797368928016,0.491,-0.0050000000000000044
2024-09-13,0.013486574748753144,0.005222783831508426,0.012613803788138034,0.491,0.0
2024-09-16,-0.00024646990200061225,0.0014770382037720964,0.006920338690638239,0.4945,0.003500000000000003
2024-09-17,0.02193735494235871,0.000408622523593305,0.007560223394814214,0.4815,-0.013000000000000012
2024-09-18,-0.0002411460651674524,-0.0029658249921354907,-0.0034107040725191995,0.4675,-0.013999999999999957
2024-09-19,-0.007478903416017868,0.01706426753929513,-0.005475708623293718,0.4715,0.003999999999999948
2024-09-20,-0.011667467576209178,-0.0017286028901163375,-0.011011714184906762,0.479,0.007500000000000007
2024-09-23,0.00688635352877176,0.0024989046670664816,0.007654923473691122,0.4825,0.003500000000000003
2024-09-24,0.013922814605869416,0.002861268497158287,0.008977835122717659,0.481,-0.0015000000000000013
2024-09-25,-0.022404187636479778,-0.002205574021654777,-0.010951349935266697,0.4885,0.007500000000000007
2024-09-26,0.03351395511829369,0.003964800214346642,0.016608948970796567,0.4885,0.0
2024-09-27,0.025274235500673203,-0.0014503989358952696,0.005445955469289165,0.4855,-0.0030000000000000027
2024-09-30,0.002558141235000866,0.004007306781378839,-0.0054164576819518695,0.4885,0.0030000000000000027
2024-10-01,-0.01020645538561793,-0.008958387433809278,-0.012933926669121631,0.4825,-0.006000000000000005
2024-10-02,-0.0051558506524682635,0.0004219641312961375,-0.008965587682664866,0.4925,0.010000000000000009
2024-10-03,-0.0190812685107955,-0.0018280684887858056,-0.01113432215815513,0.4965,0.0040000000000000036
2024-10-04,0.01176756420747016,0.009087204273414695,-0.003518575639168353,0.4975,0.0010000000000000009
2024-10-07,0.018039371981005914,-0.009040375451706217,-0.0007062416160285023,0.5385,0.04099999999999998
2024-10-08,-0.054791257524550274,0.00945755137938109,-0.013427518173085407,0.529,-0.009499999999999953
2024-10-09,-0.01208686078356036,0.0069263742769880565,-0.002865368267978452,0.5335,0.0044999999999999485
2024-10-10,-0.036953856998102275,-0.0017499289570287457,-0.024425300755056223,0.5545,0.02100000000000002
2024-10-11,0.019445186848863205,0.005988233710532809,0.009572904578363017,0.5405,-0.014000000000000012
2024-10-14,-0.011190241317121097,0.008178239537643961,-0.0043763194286390306,0.5505,0.010000000000000009
2024-10-15,-0.03523667577793688,-0.0077698163523149955,-0.01978018114493818,0.5765,0.026000000000000023
2024-10-16,0.006398391275638238,0.004346737250428445,0.01270549988078451,0.5855,0.009000000000000008
2024-10-17,-0.019337778769368485,8.579044880607789e-05,-0.010332134119390712,0.6185,0.03300000000000003
2024-10-18,0.008643934774033912,0.003846440996529976,0.0022371484416854326,0.5995,-0.019000000000000017
