event,label,event_timestamp_utc,Date,window_start_utc,window_end_utc,TAN ret,SPY ret,TAN market-adjusted ret,p_start,p_end,Δp,observation_type
presidential_debate,Presidential debate,2024-06-28 01:00:00+00:00,2024-06-28,2024-06-27 20:00:00+00:00,2024-06-28 13:30:00+00:00,-0.010461287081766635,0.0014457930659688145,-0.01190708014773545,0.595,0.655,0.06000000000000005,event_window
trump_assassination_attempt,Trump assassination attempt,2024-07-13 22:11:00+00:00,2024-07-15,2024-07-12 20:00:00+00:00,2024-07-15 13:30:00+00:00,-0.04044941260188095,0.003643161475744172,-0.044092574077625124,0.595,0.705,0.10999999999999999,event_window
biden_dropout,Biden dropout,2024-07-21 17:46:00+00:00,2024-07-22,2024-07-19 20:00:00+00:00,2024-07-22 13:30:00+00:00,0.026569983204909553,0.0073042908332097145,0.01926569237169984,0.655,0.645,-0.010000000000000009,event_window
