prior_close_date,reaction_open_date,tan_adjusted_gap,spy_adjusted_gap,tan_market_adjusted_gap,probability_surprise,delta_E_2016
2016-11-08,2016-11-09,-0.09278902922834842,-0.008126755391555607,-0.08466227383679281,0.75,-0.11288303178239041
