scenario,horizon,mean,median,sd,p2_5,p97_5,probability_loss
Q_inst,1_day,0.006428148631272032,0.009208506884638248,0.048739067315500297,-0.09662385912175586,0.09721640738232921,0.4201
Q_inst,5_day,-0.05515894374306754,-0.05237858548970132,0.04873906731550028,-0.15821095149609543,0.03562931500798964,0.8828
Q_retail,1_day,0.0064281486312720345,0.009208506884638253,0.048739067315500297,-0.09662385912175588,0.09721640738232921,0.4201
Q_retail,5_day,-0.05515894374306754,-0.05237858548970132,0.04873906731550029,-0.15821095149609543,0.035629315007989645,0.8828
