delta_E_estimation_error_1day,total_realized_deviation_5day,predicted_move,realized_1day_move,realized_5day_move,p_s_not_equal_p_lag_component,five_to_one_day_magnitude_ratio
0.3218798263649671,1.0499409330924523,-0.09871613285656465,-0.1304908645598567,-0.20236224149926463,-0.07187137693940793,1.550777076861501
